Description,Throw Depth,Pass Location,Complete Pass
"(:58) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 17-D.VELE TO CIN 45 FOR 11 YARDS (21-M.HILTON; 22-G.STONE).",Short,Middle,1
"(10:07) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 21 FOR 3 YARDS (44-CA.JONES; 27-C.CONNER).",Short,Left,1
(9:23) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 84-L.HUMPHREY TO DEN 30 FOR 9 YARDS (13-N.JOHNSON).,Short,Middle,1
(12:03) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 17-D.VELE RAN OB AT DEN 30 FOR 10 YARDS (13-N.JOHNSON).,Short,Right,1
(7:50) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 14-C.SUTTON TO DEN 35 FOR 7 YARDS (54-L.CHENAL).,Short,Middle,1
(6:27) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 33-J.WILLIAMS PUSHED OB AT KC 41 FOR 25 YARDS (2-J.WILLIAMS).,Short,Left,1
(15:00) 10-B.NIX PASS SHORT RIGHT TO 84-L.HUMPHREY PUSHED OB AT KC 35 FOR 17 YARDS (6-B.COOK).,Short,Right,1
(15:00) 10-B.NIX PASS SHORT RIGHT TO 45-N.ADKINS TO DEN 42 FOR 12 YARDS (27-C.CONNER).,Short,Right,1
"(13:48) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 16-T.FRANKLIN TO KC 47 FOR 7 YARDS (27-C.CONNER; 2-J.WILLIAMS). PENALTY ON KC-2-J.WILLIAMS, ILLEGAL USE OF HANDS, DECLINED.",Short,Left,1
(2:51) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS PUSHED OB AT DEN 17 FOR 6 YARDS (44-CA.JONES).,Short,Right,1
(6:39) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 82-A.TRAUTMAN TO IND 23 FOR 7 YARDS (20-N.CROSS; 45-E.SPEED).,Short,Left,1
(9:42) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO DEN 41 FOR 5 YARDS (40-J.JONES).,Short,Left,1
(12:40) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE INTENDED FOR 16-T.FRANKLIN INTERCEPTED BY 0-G.NEWSOME (21-D.WARD) [95-M.GARRETT] AT CLE 33. 0-G.NEWSOME TO CLE 31 FOR -2 YARDS (17-D.VELE).,Short,Middle,0
(7:42) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT TO 33-J.WILLIAMS.,Short,Right,0
(7:01) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 85-L.KRULL TO CLE 34 FOR 12 YARDS (23-M.EMERSON).,Short,Middle,1
(14:30) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 33-J.WILLIAMS.,Short,Middle,0
(:08) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP MIDDLE TO 19-M.MIMS.,Medium,Middle,0
(1:50) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 84-L.HUMPHREY TO DEN 35 FOR 5 YARDS (29-C.IZIEN).,Short,Right,1
"(9:50) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 17-D.VELE TO DEN 40 FOR 4 YARDS (2-R.JENKINS).",Short,Right,1
(10:16) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 36 FOR -2 YARDS (20-J.LOVE).,Short,Left,1
