desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
(11:31) 0-J.Gibbs left guard to CIN 10 for 1 yard (22-G.Stone; 93-M.Jackson).,run,Half1,1,1,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(7:37) (Shotgun) 5-D.Montgomery right guard to DET 35 for 1 yard (92-B.Hill).,run,Half1,3,1,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(3:17) 0-J.Gibbs right tackle to DET 15 for 5 yards (69-M.Pennel; 96-C.Sample).,run,Half1,5,1,1.0,5.0,0.0,0.0,,0.0,0.0,0,,,
(2:01) 0-J.Gibbs right end to DET 30 for 4 yards (23-D.Hill).,run,Half1,5,1,1.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(1:26) (No Huddle) 0-J.Gibbs right end to DET 37 for 7 yards (27-J.Battle; 23-D.Hill). CIN-92-B.Hill was injured during the play.,run,Half1,5,1,2.0,7.0,0.0,0.0,,0.0,0.0,0,,,
"(:52) 5-D.Montgomery left tackle to DET 35 for -2 yards (44-D.Knight, 27-J.Battle).",run,Half1,5,1,1.0,-2.0,0.0,0.0,,0.0,0.0,0,,,
(14:42) 5-D.Montgomery left tackle to CIN 14 for 3 yards (69-M.Pennel; 92-B.Hill). ** Injury Update: CIN-92-B.Hill has returned to the game.,run,Half1,7,2,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(14:00) (Shotgun) 0-J.Gibbs right tackle to CIN 5 for 9 yards (22-G.Stone; 27-J.Battle).,run,Half1,7,2,2.0,9.0,0.0,0.0,,0.0,0.0,0,,,
"(13:19) 5-D.Montgomery left tackle to CIN 2 for 3 yards (98-T.Slaton; 49-B.Carter). PENALTY on CIN-90-K.Jenkins, Defensive Holding, 1 yard, enforced at CIN 2.",run,Half1,7,2,1.0,3.0,0.0,1.0,,0.0,0.0,1,,,
"(12:57) 5-D.Montgomery right tackle to CIN 3 for -2 yards (22-G.Stone, 98-T.Slaton).",run,Half1,7,2,1.0,-2.0,0.0,0.0,,0.0,0.0,0,,,
